0,0.3290209472179413
1,0.2522837817668915
2,0.24360482394695282
3,0.28998473286628723
4,0.18570363521575928
5,0.1114242821931839
6,0.0971313863992691
7,0.1990364044904709
8,0.18962983787059784
9,0.1575992852449417
10,0.11662917584180832
11,0.14777396619319916
12,0.08658899366855621
13,0.09278569370508194
14,0.16217774152755737
15,0.22560612857341766
16,0.13405166566371918
17,0.12136363238096237
18,0.14686669409275055
19,0.1323864758014679
20,0.19473926723003387
21,0.1133943721652031
22,0.12414786964654922
23,0.08013291656970978
24,0.10599832981824875
25,0.12112314999103546
26,0.11896336078643799
27,0.09088059514760971
28,0.12495577335357666
29,0.11157635599374771
30,0.14664943516254425
31,0.14993035793304443
32,0.10612940788269043
33,0.07783373445272446
34,0.2588407099246979
35,0.10613498836755753
36,0.09783410280942917
37,0.09623576700687408
38,0.23438714444637299
39,0.19420598447322845
40,0.08572185784578323
41,0.05568823218345642
42,0.1488330066204071
43,0.12346058338880539
44,0.11293619126081467
45,0.050853561609983444
46,0.12100571393966675
47,0.09609773010015488
48,0.1067531630396843
49,0.13050584495067596
50,0.13324347138404846
51,0.034543801099061966
52,0.1773901730775833
53,0.13113132119178772
54,0.1482592672109604
55,0.1178247258067131
56,0.188232883810997
57,0.07995260506868362
58,0.050327327102422714
59,0.0861973762512207
60,0.11973793804645538
61,0.041122619062662125
62,0.07343631982803345
63,0.05457664653658867
64,0.08375252038240433
65,0.09561058133840561
66,0.09634765237569809
67,0.16660462319850922
68,0.06611752510070801
69,0.22377005219459534
70,0.08151506632566452
71,0.061590470373630524
72,0.17406843602657318
73,0.06860815733671188
74,0.15586815774440765
75,0.17503546178340912
76,0.058128129690885544
77,0.133600115776062
78,0.054061587899923325
79,0.11749010533094406
80,0.05964050814509392
81,0.12073903530836105
82,0.2252734899520874
83,0.1375347226858139
84,0.07762225717306137
85,0.14389418065547943
86,0.07344992458820343
87,0.15903523564338684
88,0.2072972059249878
89,0.05398019775748253
90,0.1875418871641159
91,0.10757303237915039
92,0.15211358666419983
93,0.08525466918945312
94,0.19330698251724243
95,0.13873808085918427
96,0.12370678037405014
97,0.09813954681158066
98,0.13264966011047363
99,0.14045266807079315
100,0.10689234733581543
101,0.1460554599761963
102,0.10011754184961319
103,0.12348069995641708
